ano,mes,sigla_uf,id_municipio,id_municipio_6,admitidos_desligados,tipo_estabelecimento,tipo_movimentacao_desagregado,faixa_emprego_inicio_janeiro,tempo_emprego,quantidade_horas_contratadas,salario_mensal,saldo_movimentacao,indicador_aprendiz,indicador_trabalho_intermitente,indicador_trabalho_parcial,indicador_portador_deficiencia,tipo_deficiencia,cbo_2002,cnae_1,cnae_2,cnae_2_subclasse,grau_instrucao,idade,sexo,raca_cor,subsetor_ibge,bairros_sp,bairros_fortaleza,bairros_rj,distritos_sp,regiao_administrativas_df,regiao_administrativas_rj,regiao_administrativas_sp,regiao_corede,regiao_corede_04,regiao_gov_sp,regiao_senac_pr,regiao_senai_pr,regiao_senai_sp,subregiao_senai_pr
2011,3,MA,2103000,210300,02,03,06,04,1.0,44,585.0,-1,0,,,0,00,411005,45217,41204,4120400,04,23,01,08,15,,,,,0000,,999,,99,999,99,,999,99
2011,3,MA,2111300,211130,02,01,04,09,7.0,44,1154.0,-1,0,,,0,00,724205,45233,42120,4212000,07,29,01,08,15,,,,,0000,,999,,99,999,99,,999,99
2011,3,MA,2111300,211130,02,01,04,09,18.0,44,860.0,-1,0,,,0,00,715210,45292,42995,4299599,04,37,01,08,15,,,,,0000,,999,,99,999,99,,999,99
2011,3,MA,2111300,211130,02,01,04,04,3.0,44,553.0,-1,0,,,0,00,521115,67199,66193,6619399,07,27,02,08,19,,,,,0000,,999,,99,999,99,,999,99
2011,12,AM,1302603,130260,02,01,04,08,5.0,44,736.0,-1,0,,,0,00,717020,45225,42111,4211101,04,23,01,08,15,,,,,0000,,999,,99,999,99,,999,99
2011,12,AM,1302603,130260,02,01,04,03,9.0,44,580.0,-1,0,,,0,00,516345,93017,96017,9601701,07,26,02,08,21,,,,,0000,,999,,99,999,99,,999,99
2011,12,AM,1302603,130260,01,01,02,07,0.0,44,626.0,1,0,,,0,00,761360,17329,13227,1322700,05,41,01,08,11,,,,,0000,,999,,99,999,99,,999,99
2011,12,AM,1302603,130260,01,01,02,04,0.0,44,785.0,1,0,,,0,00,354135,64203,61205,6120599,05,20,02,02,20,,,,,0000,,999,,99,999,99,,999,99
2011,12,AM,1302603,130260,01,01,02,07,0.0,44,2231.0,1,0,,,0,00,411005,45250,42928,4292802,07,25,02,08,15,,,,,0000,,999,,99,999,99,,999,99
2011,12,AM,1302603,130260,02,01,04,09,3.0,44,616.0,-1,0,,,0,00,514215,74705,81214,8121400,04,22,01,08,21,,,,,0000,,999,,99,999,99,,999,99
2011,12,AM,1302603,130260,01,01,01,09,0.0,44,616.0,1,0,,,1,01,514215,74705,81214,8121400,04,19,01,08,21,,,,,0000,,999,,99,999,99,,999,99
2011,12,AM,1302603,130260,02,01,06,05,5.0,20,450.0,-1,0,,,0,00,513435,55220,56112,5611203,05,19,02,08,21,,,,,0000,,999,,99,999,99,,999,99
2011,12,AM,1302603,130260,02,01,04,07,12.0,44,555.0,-1,0,,,0,00,514325,74500,78205,7820500,07,29,01,08,19,,,,,0000,,999,,99,999,99,,999,99
2011,12,AM,1302603,130260,02,01,04,08,8.0,44,664.0,-1,0,,,0,00,763210,18139,14134,1413401,07,24,02,08,11,,,,,0000,,999,,99,999,99,,999,99
2011,12,AM,1301902,130190,01,01,02,04,0.0,44,670.0,1,0,,,0,00,717020,63126,52117,5211799,06,33,01,08,19,,,,,0000,,999,,99,999,99,,999,99
2011,12,AM,1302603,130260,01,01,02,07,0.0,44,1112.0,1,0,,,0,00,716610,27529,24521,2452100,07,34,01,08, 3,,,,,0000,,999,,99,999,99,,999,99
2011,12,AM,1302603,130260,02,01,04,08,2.0,44,612.0,-1,0,,,0,00,731110,74500,78205,7820500,07,22,02,08,19,,,,,0000,,999,,99,999,99,,999,99
2011,12,AM,1302603,130260,01,01,02,08,0.0,44,1622.0,1,0,,,0,00,414105,74500,78205,7820500,07,25,01,08,19,,,,,0000,,999,,99,999,99,,999,99
2011,12,AM,1302603,130260,01,01,02,08,0.0,44,660.0,1,0,,,0,00,410105,74500,78205,7820500,07,23,02,08,19,,,,,0000,,999,,99,999,99,,999,99
2011,12,AM,1302603,130260,01,01,02,05,0.0,44,660.0,1,0,,,0,00,514225,52442,47440,4744001,07,27,01,08,16,,,,,0000,,999,,99,999,99,,999,99
2011,12,AM,1302603,130260,01,01,02,06,0.0,44,545.0,1,0,,,0,00,421125,52469,47610,4761001,07,30,02,02,16,,,,,0000,,999,,99,999,99,,999,99
2011,12,AM,1302603,130260,01,01,02,01,0.0,44,660.0,1,0,,,0,00,784105,52493,47890,4789099,06,45,02,09,16,,,,,0000,,999,,99,999,99,,999,99
2011,12,AM,1302603,130260,02,01,43,04,1.0,44,545.0,-1,0,,,0,00,521110,52329,47814,4781400,07,19,01,08,16,,,,,0000,,999,,99,999,99,,999,99
2011,12,AM,1302603,130260,02,01,06,04,2.0,44,545.0,-1,0,,,0,00,521110,52329,47814,4781400,06,36,02,08,16,,,,,0000,,999,,99,999,99,,999,99
2011,12,AM,1302603,130260,01,01,02,07,0.0,44,598.0,1,0,,,0,00,731320,45330,42219,4221904,07,36,01,08,15,,,,,0000,,999,,99,999,99,,999,99
2011,12,AM,1302603,130260,01,01,01,05,0.0,44,545.0,1,0,,,0,00,521110,52329,47814,4781400,06,22,02,08,16,,,,,0000,,999,,99,999,99,,999,99
